Sl.no     |Class          |Prior          |Word           |log(Probablity) 
8189      |neg            |0.5            |samuel         |-10.592368828869477 
8190      |neg            |0.5            |prime-time     |-11.380826189233748 
8191      |neg            |0.5            |pierce         |-11.198504632439793 
8192      |neg            |0.5            |teenager       |-10.910822559988011 
8193      |neg            |0.5            |apart          |-9.058438468943523 
8194      |neg            |0.5            |sensual        |-11.891651812999738 
8195      |neg            |0.5            |necessary      |-9.406745163211738 
8196      |neg            |0.5            |rat's          |-11.891651812999738 
8197      |neg            |0.5            |souls          |-10.505357451879847 
8198      |neg            |0.5            |closet         |-11.044353952612534 
8199      |neg            |0.5            |started        |-9.406745163211738 
8200      |neg            |0.5            |closes         |-11.891651812999738 
8201      |neg            |0.5            |flower         |-12.297116921107902 
8202      |neg            |0.5            |closer         |-9.994531828113857 
8203      |neg            |0.5            |single         |-8.608237466993966 
8204      |neg            |0.5            |witches        |-10.687679008673802 
8205      |neg            |0.5            |closed         |-10.505357451879847 
8206      |neg            |0.5            |voice-over     |-11.044353952612534 
8207      |neg            |0.5            |joins          |-10.282213900565637 
8208      |neg            |0.5            |joint          |-11.044353952612534 
8209      |neg            |0.5            |remarkably     |-10.282213900565637 
8210      |neg            |0.5            |separate       |-10.425314744206311 
8211      |neg            |0.5            |reasonable     |-10.505357451879847 
8212      |neg            |0.5            |generations    |-10.793039524331629 
8213      |neg            |0.5            |rules          |-9.326702455538202 
8214      |neg            |0.5            |ruler          |-11.891651812999738 
8215      |neg            |0.5            |biting         |-11.603969740547956 
8216      |neg            |0.5            |ruled          |-11.198504632439793 
8217      |neg            |0.5            |yahoo          |-10.910822559988011 
8218      |neg            |0.5            |enthusiastically|-11.603969740547956 
8219      |neg            |0.5            |brosnan        |-11.044353952612534 
8220      |neg            |0.5            |reluctant      |-10.425314744206311 
8221      |neg            |0.5            |hides          |-10.793039524331629 
8222      |neg            |0.5            |ever-present   |-12.990264101667847 
8223      |neg            |0.5            |usual          |-8.912726657762128 
8224      |neg            |0.5            |idiosyncratic  |-12.297116921107902 
8225      |neg            |0.5            |hammy          |-10.793039524331629 
8226      |neg            |0.5            |this           |-4.707275408925245 
8227      |neg            |0.5            |vaughn         |-11.380826189233748 
8228      |neg            |0.5            |reasonably     |-10.592368828869477 
8229      |neg            |0.5            |carnage        |-10.505357451879847 
8230      |neg            |0.5            |thin           |-9.09844380355722 
8231      |neg            |0.5            |remarkable     |-10.351206772052588 
8232      |neg            |0.5            |sees           |-9.379346189023623 
8233      |neg            |0.5            |a-list         |-11.198504632439793 
8234      |neg            |0.5            |know           |-6.721167817961587 
8235      |neg            |0.5            |knox           |-11.380826189233748 
8236      |neg            |0.5            |changed        |-9.658059591492643 
8237      |neg            |0.5            |ingenious      |-11.603969740547956 
8238      |neg            |0.5            |sarajevo       |-12.990264101667847 
8239      |neg            |0.5            |first-hand     |-11.891651812999738 
8240      |neg            |0.5            |changes        |-9.326702455538202 
8241      |neg            |0.5            |privacy        |-12.990264101667847 
8242      |neg            |0.5            |that's         |-7.120967188534073 
8243      |neg            |0.5            |frustrating    |-10.282213900565637 
8244      |neg            |0.5            |prophets       |-12.297116921107902 
8245      |neg            |0.5            |filming        |-10.157050757611632 
8246      |neg            |0.5            |arthur's       |-11.603969740547956 
8247      |neg            |0.5            |heir           |-12.297116921107902 
8248      |neg            |0.5            |screw          |-10.687679008673802 
8249      |neg            |0.5            |examination    |-10.592368828869477 
8250      |neg            |0.5            |skimpy         |-10.910822559988011 
8251      |neg            |0.5            |creations      |-10.910822559988011 
8252      |neg            |0.5            |slight         |-10.687679008673802 
8253      |neg            |0.5            |hawaii         |-11.380826189233748 
8254      |neg            |0.5            |argue          |-10.217675379428066 
8255      |neg            |0.5            |uncovered      |-11.380826189233748 
8256      |neg            |0.5            |veers          |-11.603969740547956 
8257      |neg            |0.5            |deeper         |-9.945741663944425 
8258      |neg            |0.5            |talents        |-9.019972188115727 
8259      |neg            |0.5            |kidnapping     |-9.994531828113857 
8260      |neg            |0.5            |nc-17          |-11.044353952612534 
8261      |neg            |0.5            |held           |-10.157050757611632 
8262      |neg            |0.5            |daughter's     |-11.198504632439793 
8263      |neg            |0.5            |ridiculously   |-9.812210271319902 
8264      |neg            |0.5            |beyond         |-8.713597982651793 
8265      |neg            |0.5            |hell           |-8.415553123164464 
8266      |neg            |0.5            |helm           |-10.793039524331629 
8267      |neg            |0.5            |odyssey        |-10.793039524331629 
8268      |neg            |0.5            |terms          |-9.694427235663518 
8269      |neg            |0.5            |deeply         |-10.505357451879847 
8270      |neg            |0.5            |proof          |-10.505357451879847 
8271      |neg            |0.5            |surrounding    |-10.351206772052588 
8272      |neg            |0.5            |nails          |-11.198504632439793 
8273      |neg            |0.5            |contract       |-11.044353952612534 
8274      |neg            |0.5            |conclude       |-11.603969740547956 
8275      |neg            |0.5            |sluggish       |-11.044353952612534 
8276      |neg            |0.5            |centerpiece    |-11.891651812999738 
8277      |neg            |0.5            |props          |-11.603969740547956 
8278      |neg            |0.5            |insight        |-9.899221648309531 
8279      |neg            |0.5            |readings       |-12.990264101667847 
8280      |neg            |0.5            |revolutionary  |-12.297116921107902 
8281      |neg            |0.5            |fabric         |-12.297116921107902 
8282      |neg            |0.5            |exact          |-9.493756540201367 
8283      |neg            |0.5            |refreshingly   |-12.297116921107902 
8284      |neg            |0.5            |mcconaughey    |-10.910822559988011 
8285      |neg            |0.5            |south          |-9.854769885738698 
8286      |neg            |0.5            |north          |-10.592368828869477 
8287      |neg            |0.5            |claire         |-9.379346189023623 
8288      |neg            |0.5            |nervously      |-11.891651812999738 
8289      |neg            |0.5            |guccione       |-11.044353952612534 
8290      |neg            |0.5            |tools          |-11.603969740547956 
8291      |neg            |0.5            |undemanding    |-11.380826189233748 
8292      |neg            |0.5            |counterfeit    |-11.380826189233748 
8293      |neg            |0.5            |course         |-7.4030154432675985 
8294      |neg            |0.5            |crooks         |-11.380826189233748 
8295      |neg            |0.5            |derek's        |-12.990264101667847 
8296      |neg            |0.5            |fleshed        |-11.603969740547956 
8297      |neg            |0.5            |suspenseful    |-9.994531828113857 
8298      |neg            |0.5            |pleasantly     |-11.603969740547956 
8299      |neg            |0.5            |precious       |-10.282213900565637 
8300      |neg            |0.5            |ebouaney       |-12.990264101667847 
8301      |neg            |0.5            |sell           |-9.899221648309531 
8302      |neg            |0.5            |sally          |-10.592368828869477 
8303      |neg            |0.5            |coffin         |-11.198504632439793 
8304      |neg            |0.5            |thou           |-11.380826189233748 
8305      |neg            |0.5            |brain          |-9.352677941941462 
8306      |neg            |0.5            |sprinkled      |-11.044353952612534 
8307      |neg            |0.5            |salma          |-10.351206772052588 
8308      |neg            |0.5            |help           |-7.737990673621218 
8309      |neg            |0.5            |forcing        |-10.687679008673802 
8310      |neg            |0.5            |depth          |-9.119063090759957 
8311      |neg            |0.5            |additionally   |-11.044353952612534 
8312      |neg            |0.5            |ended          |-9.589066720005693 
8313      |neg            |0.5            |located        |-11.380826189233748 
8314      |neg            |0.5            |self           |-9.732167563646366 
8315      |neg            |0.5            |prone          |-12.297116921107902 
8316      |neg            |0.5            |exposition     |-10.592368828869477 
8317      |neg            |0.5            |point-of-view  |-11.603969740547956 
8318      |neg            |0.5            |thru           |-10.687679008673802 
8319      |neg            |0.5            |addresses      |-12.297116921107902 
8320      |neg            |0.5            |werewolf       |-9.694427235663518 
8321      |neg            |0.5            |sound          |-8.468475524618807 
8322      |neg            |0.5            |sales          |-10.793039524331629 
8323      |neg            |0.5            |translate      |-12.990264101667847 
8324      |neg            |0.5            |barrier        |-11.198504632439793 
8325      |neg            |0.5            |heyst          |-10.793039524331629 
8326      |neg            |0.5            |strives        |-11.198504632439793 
8327      |neg            |0.5            |proud          |-10.351206772052588 
8328      |neg            |0.5            |creatures      |-9.994531828113857 
8329      |neg            |0.5            |sensibilities  |-11.198504632439793 
8330      |neg            |0.5            |nightmare      |-9.994531828113857 
8331      |neg            |0.5            |sent           |-9.019972188115727 
8332      |neg            |0.5            |strangelove    |-11.380826189233748 
8333      |neg            |0.5            |addressed      |-11.603969740547956 
8334      |neg            |0.5            |techniques     |-10.910822559988011 
8335      |neg            |0.5            |purposes       |-11.380826189233748 
8336      |neg            |0.5            |unforgivable   |-10.910822559988011 
8337      |neg            |0.5            |anakin         |-11.603969740547956 
8338      |neg            |0.5            |send           |-9.899221648309531 
8339      |neg            |0.5            |judges         |-12.990264101667847 
8340      |neg            |0.5            |expenses       |-11.603969740547956 
8341      |neg            |0.5            |concrete       |-11.380826189233748 
8342      |neg            |0.5            |here           |-6.837531406963744 
8343      |neg            |0.5            |squabbles      |-12.297116921107902 
8344      |neg            |0.5            |rejected       |-11.198504632439793 
8345      |neg            |0.5            |hero           |-8.345873202526475 
8346      |neg            |0.5            |depalma's      |-11.198504632439793 
8347      |neg            |0.5            |hers           |-11.891651812999738 
8348      |neg            |0.5            |superiors      |-11.603969740547956 
8349      |neg            |0.5            |engaging       |-9.694427235663518 
8350      |neg            |0.5            |security       |-9.463903577051687 
8351      |neg            |0.5            |buck           |-10.505357451879847 
8352      |neg            |0.5            |observations   |-11.603969740547956 
8353      |neg            |0.5            |feeble         |-10.687679008673802 
8354      |neg            |0.5            |greenleaf      |-12.990264101667847 
8355      |neg            |0.5            |diverting      |-10.910822559988011 
8356      |neg            |0.5            |pg-13          |-10.505357451879847 
8357      |neg            |0.5            |costs          |-10.592368828869477 
8358      |neg            |0.5            |confidently    |-12.297116921107902 
8359      |neg            |0.5            |edges          |-11.891651812999738 
8360      |neg            |0.5            |smoke          |-10.505357451879847 
8361      |neg            |0.5            |garish         |-11.044353952612534 
8362      |neg            |0.5            |rumble'        |-11.044353952612534 
8363      |neg            |0.5            |tyler          |-9.854769885738698 
8364      |neg            |0.5            |treats         |-10.425314744206311 
8365      |neg            |0.5            |plodding       |-10.910822559988011 
8366      |neg            |0.5            |magical        |-10.351206772052588 
8367      |neg            |0.5            |daddy          |-10.157050757611632 
8368      |neg            |0.5            |skies          |-11.891651812999738 
8369      |neg            |0.5            |vanishing      |-11.891651812999738 
8370      |neg            |0.5            |brady          |-11.198504632439793 
8371      |neg            |0.5            |harmless       |-10.793039524331629 
8372      |neg            |0.5            |illustrating   |-12.297116921107902 
8373      |neg            |0.5            |german         |-10.592368828869477 
8374      |neg            |0.5            |introduces     |-9.945741663944425 
8375      |neg            |0.5            |numerous       |-9.25259448338448 
8376      |neg            |0.5            |youth          |-10.505357451879847 
8377      |neg            |0.5            |without        |-7.497202658327299 
8378      |neg            |0.5            |twins          |-10.099892343771684 
8379      |neg            |0.5            |introduced     |-9.27669203496354 
8380      |neg            |0.5            |dicaprio       |-10.910822559988011 
8381      |neg            |0.5            |slows          |-11.198504632439793 
8382      |neg            |0.5            |discernible    |-11.380826189233748 
8383      |neg            |0.5            |williams'      |-11.380826189233748 
8384      |neg            |0.5            |whatsoever     |-9.524528198868122 
8385      |neg            |0.5            |sunglasses     |-11.603969740547956 
8386      |neg            |0.5            |audience       |-7.093110234031107 
8387      |neg            |0.5            |muck           |-11.198504632439793 
8388      |neg            |0.5            |thus           |-9.0782410962397 
8389      |neg            |0.5            |sexually       |-10.592368828869477 
8390      |neg            |0.5            |possess        |-10.592368828869477 
8391      |neg            |0.5            |skillfully     |-11.891651812999738 
8392      |neg            |0.5            |thug           |-10.910822559988011 
8393      |neg            |0.5            |evacuate       |-11.198504632439793 
8394      |neg            |0.5            |bubbles        |-11.603969740547956 
8395      |neg            |0.5            |much           |-6.310664915823465 
8396      |neg            |0.5            |arab           |-11.044353952612534 
8397      |neg            |0.5            |chapter        |-10.910822559988011 
8398      |neg            |0.5            |entitled       |-11.044353952612534 
8399      |neg            |0.5            |poise          |-12.990264101667847 
8400      |neg            |0.5            |well-choreographed|-11.380826189233748 
8401      |neg            |0.5            |extraordinaire |-11.891651812999738 
8402      |neg            |0.5            |weekly         |-11.603969740547956 
8403      |neg            |0.5            |cider          |-11.891651812999738 
8404      |neg            |0.5            |helena         |-10.687679008673802 
8405      |neg            |0.5            |bugs           |-9.694427235663518 
8406      |neg            |0.5            |lights         |-10.351206772052588 
8407      |neg            |0.5            |resolved       |-11.044353952612534 
8408      |neg            |0.5            |tattooed       |-11.380826189233748 
8409      |neg            |0.5            |d'onofrio      |-11.044353952612534 
8410      |neg            |0.5            |committed      |-10.505357451879847 
8411      |neg            |0.5            |committee      |-11.380826189233748 
8412      |neg            |0.5            |sets           |-8.633555274978256 
8413      |neg            |0.5            |bumps          |-11.380826189233748 
8414      |neg            |0.5            |namely         |-10.592368828869477 
8415      |neg            |0.5            |defends        |-11.891651812999738 
8416      |neg            |0.5            |union          |-11.044353952612534 
8417      |neg            |0.5            |ruined         |-10.099892343771684 
8418      |neg            |0.5            |eraserhead     |-11.891651812999738 
8419      |neg            |0.5            |yorker         |-11.603969740547956 
8420      |neg            |0.5            |veins          |-11.603969740547956 
8421      |neg            |0.5            |seti           |-12.990264101667847 
8422      |neg            |0.5            |seth           |-10.045825122501407 
8423      |neg            |0.5            |suite          |-12.990264101667847 
8424      |neg            |0.5            |timeline       |-12.297116921107902 
8425      |neg            |0.5            |adage          |-11.891651812999738 
8426      |neg            |0.5            |arch           |-11.198504632439793 
8427      |neg            |0.5            |returned       |-10.425314744206311 
8428      |neg            |0.5            |yours          |-11.603969740547956 
8429      |neg            |0.5            |wrap           |-11.603969740547956 
8430      |neg            |0.5            |buff           |-10.910822559988011 
8431      |neg            |0.5            |adopted        |-11.603969740547956 
8432      |neg            |0.5            |novel          |-8.559447302824534 
8433      |neg            |0.5            |standard       |-9.058438468943523 
8434      |neg            |0.5            |sworn          |-11.603969740547956 
8435      |neg            |0.5            |dominate       |-11.198504632439793 
8436      |neg            |0.5            |aspirations    |-11.198504632439793 
8437      |neg            |0.5            |gracefully     |-11.891651812999738 
8438      |neg            |0.5            |contributed    |-11.891651812999738 
8439      |neg            |0.5            |area           |-10.157050757611632 
8440      |neg            |0.5            |contributes    |-11.891651812999738 
8441      |neg            |0.5            |forster        |-11.198504632439793 
8442      |neg            |0.5            |success        |-8.620816249200827 
8443      |neg            |0.5            |authority      |-10.425314744206311 
8444      |neg            |0.5            |young          |-7.552184792744653 
8445      |neg            |0.5            |avenge         |-11.380826189233748 
8446      |neg            |0.5            |kinski         |-11.891651812999738 
8447      |neg            |0.5            |paintings      |-11.603969740547956 
8448      |neg            |0.5            |gavin          |-10.687679008673802 
8449      |neg            |0.5            |marginal       |-10.910822559988011 
8450      |neg            |0.5            |kilmer         |-9.899221648309531 
8451      |neg            |0.5            |redneck        |-11.380826189233748 
8452      |neg            |0.5            |sexy           |-9.301384647553911 
8453      |neg            |0.5            |mobile         |-11.891651812999738 
8454      |neg            |0.5            |leonardo       |-10.793039524331629 
8455      |neg            |0.5            |argo           |-11.380826189233748 
8456      |neg            |0.5            |complains      |-10.910822559988011 
8457      |neg            |0.5            |complaint      |-11.044353952612534 
8458      |neg            |0.5            |pinnacle       |-11.380826189233748 
8459      |neg            |0.5            |battlefield    |-9.694427235663518 
8460      |neg            |0.5            |action-thriller|-11.891651812999738 
8461      |neg            |0.5            |60s            |-10.793039524331629 
8462      |neg            |0.5            |magazine       |-9.994531828113857 
8463      |neg            |0.5            |remakes        |-11.380826189233748 
8464      |neg            |0.5            |pocket         |-11.380826189233748 
8465      |neg            |0.5            |named          |-8.138233837748231 
8466      |neg            |0.5            |indifference   |-11.891651812999738 
8467      |neg            |0.5            |offense        |-11.380826189233748 
8468      |neg            |0.5            |premiered      |-11.198504632439793 
8469      |neg            |0.5            |channel        |-10.793039524331629 
8470      |neg            |0.5            |focus          |-8.863129716622757 
8471      |neg            |0.5            |original's     |-11.380826189233748 
8472      |neg            |0.5            |dopey          |-11.044353952612534 
8473      |neg            |0.5            |entire         |-8.041504211289679 
8474      |neg            |0.5            |changing       |-10.687679008673802 
8475      |neg            |0.5            |approach       |-9.25259448338448 
8476      |neg            |0.5            |exaggeration   |-11.044353952612534 
8477      |neg            |0.5            |clarence       |-11.380826189233748 
8478      |neg            |0.5            |bums           |-11.891651812999738 
8479      |neg            |0.5            |bump           |-11.044353952612534 
8480      |neg            |0.5            |cameo          |-9.161622705178752 
8481      |neg            |0.5            |write          |-8.863129716622757 
8482      |neg            |0.5            |50's           |-12.297116921107902 
8483      |neg            |0.5            |kattan         |-11.044353952612534 
8484      |neg            |0.5            |dripping       |-11.198504632439793 
8485      |neg            |0.5            |musical        |-9.229063985974285 
8486      |neg            |0.5            |psychopath     |-10.910822559988011 
8487      |neg            |0.5            |loyalty        |-11.380826189233748 
8488      |neg            |0.5            |unconventional |-10.910822559988011 
8489      |neg            |0.5            |dismiss        |-11.044353952612534 
8490      |neg            |0.5            |masks          |-10.910822559988011 
8491      |neg            |0.5            |underlying     |-10.687679008673802 
8492      |neg            |0.5            |alright        |-10.592368828869477 
8493      |neg            |0.5            |intelligence   |-9.09844380355722 
8494      |neg            |0.5            |winner         |-9.899221648309531 
8495      |neg            |0.5            |shadowy        |-11.044353952612534 
8496      |neg            |0.5            |captivating    |-10.793039524331629 
8497      |neg            |0.5            |arrogance      |-11.044353952612534 
8498      |neg            |0.5            |strongly       |-10.910822559988011 
8499      |neg            |0.5            |shadows        |-10.687679008673802 
8500      |neg            |0.5            |bulk           |-10.505357451879847 
8501      |neg            |0.5            |bull           |-10.793039524331629 
8502      |neg            |0.5            |despair        |-11.380826189233748 
8503      |neg            |0.5            |champion       |-10.592368828869477 
8504      |neg            |0.5            |ulee           |-12.990264101667847 
8505      |neg            |0.5            |circuit        |-11.603969740547956 
8506      |neg            |0.5            |farrellys      |-10.157050757611632 
8507      |neg            |0.5            |chords         |-11.198504632439793 
8508      |neg            |0.5            |instant        |-10.910822559988011 
8509      |neg            |0.5            |mason          |-10.793039524331629 
8510      |neg            |0.5            |remembers      |-11.891651812999738 
8511      |neg            |0.5            |arlo           |-11.891651812999738 
8512      |neg            |0.5            |motivational   |-11.603969740547956 
8513      |neg            |0.5            |costly         |-12.990264101667847 
8514      |neg            |0.5            |documentary    |-9.524528198868122 
8515      |neg            |0.5            |tempted        |-10.793039524331629 
8516      |neg            |0.5            |raves          |-11.198504632439793 
8517      |neg            |0.5            |consequence    |-11.891651812999738 
8518      |neg            |0.5            |bodyguard      |-11.603969740547956 
8519      |neg            |0.5            |particularly   |-8.559447302824534 
8520      |neg            |0.5            |dominant       |-11.603969740547956 
8521      |neg            |0.5            |heading        |-10.910822559988011 
8522      |neg            |0.5            |jaded          |-11.198504632439793 
8523      |neg            |0.5            |bunz           |-10.793039524331629 
8524      |neg            |0.5            |framework      |-10.910822559988011 
8525      |neg            |0.5            |names          |-9.14011649995779 
8526      |neg            |0.5            |666            |-10.910822559988011 
8527      |neg            |0.5            |curiously      |-10.910822559988011 
8528      |neg            |0.5            |entity         |-11.603969740547956 
8529      |neg            |0.5            |in-your-face   |-11.198504632439793 
8530      |neg            |0.5            |tide           |-12.297116921107902 
8531      |neg            |0.5            |possibilities  |-10.282213900565637 
8532      |neg            |0.5            |equally        |-9.556276897182702 
8533      |neg            |0.5            |supernatural   |-10.157050757611632 
8534      |neg            |0.5            |prevents       |-10.793039524331629 
8535      |neg            |0.5            |suits          |-9.899221648309531 
8536      |neg            |0.5            |associate      |-11.198504632439793 
8537      |neg            |0.5            |hacking        |-10.910822559988011 
8538      |neg            |0.5            |detract        |-12.297116921107902 
8539      |neg            |0.5            |well-crafted   |-11.891651812999738 
8540      |neg            |0.5            |whether        |-8.815876831772211 
8541      |neg            |0.5            |cage's         |-10.687679008673802 
8542      |neg            |0.5            |beneath        |-10.157050757611632 
8543      |neg            |0.5            |void           |-11.380826189233748 
8544      |neg            |0.5            |executives     |-11.198504632439793 
8545      |neg            |0.5            |ritual         |-11.198504632439793 
8546      |neg            |0.5            |brolin         |-11.198504632439793 
8547      |neg            |0.5            |4th            |-11.603969740547956 
8548      |neg            |0.5            |lemmon's       |-11.603969740547956 
8549      |neg            |0.5            |basis          |-9.899221648309531 
8550      |neg            |0.5            |affected       |-10.687679008673802 
8551      |neg            |0.5            |pleasures      |-10.793039524331629 
8552      |neg            |0.5            |army           |-9.406745163211738 
8553      |neg            |0.5            |feldman        |-11.891651812999738 
8554      |neg            |0.5            |arms           |-9.945741663944425 
8555      |neg            |0.5            |governor       |-11.603969740547956 
8556      |neg            |0.5            |basic          |-9.09844380355722 
8557      |neg            |0.5            |twist          |-9.183601611897528 
8558      |neg            |0.5            |ahmed          |-10.505357451879847 
8559      |neg            |0.5            |margaret's     |-12.990264101667847 
8560      |neg            |0.5            |bush           |-11.891651812999738 
8561      |neg            |0.5            |muse           |-11.891651812999738 
8562      |neg            |0.5            |phillippe      |-9.854769885738698 
8563      |neg            |0.5            |combat         |-10.217675379428066 
8564      |neg            |0.5            |choreography   |-10.910822559988011 
8565      |neg            |0.5            |pursue         |-11.044353952612534 
8566      |neg            |0.5            |ties           |-10.687679008673802 
8567      |neg            |0.5            |busy           |-10.351206772052588 
8568      |neg            |0.5            |leder          |-10.282213900565637 
8569      |neg            |0.5            |bust           |-10.910822559988011 
8570      |neg            |0.5            |sacrifices     |-11.603969740547956 
8571      |neg            |0.5            |burn           |-10.687679008673802 
8572      |neg            |0.5            |tied           |-10.592368828869477 
8573      |neg            |0.5            |countryside    |-11.198504632439793 
8574      |neg            |0.5            |outbursts      |-11.603969740547956 
8575      |neg            |0.5            |automatic      |-11.891651812999738 
8576      |neg            |0.5            |doubtful       |-11.603969740547956 
8577      |neg            |0.5            |zooms          |-10.687679008673802 
8578      |neg            |0.5            |consecutive    |-11.198504632439793 
8579      |neg            |0.5            |kaufman        |-12.990264101667847 
8580      |neg            |0.5            |bury           |-10.793039524331629 
8581      |neg            |0.5            |burt           |-11.603969740547956 
8582      |neg            |0.5            |tidy           |-11.380826189233748 
8583      |neg            |0.5            |quietly        |-12.297116921107902 
8584      |neg            |0.5            |moderately     |-10.687679008673802 
8585      |neg            |0.5            |offbeat        |-12.297116921107902 
8586      |neg            |0.5            |marry          |-9.899221648309531 
8587      |neg            |0.5            |dazzled        |-12.297116921107902 
8588      |neg            |0.5            |advertising    |-11.603969740547956 
8589      |neg            |0.5            |crowds         |-12.297116921107902 
8590      |neg            |0.5            |unleashed      |-11.198504632439793 
8591      |neg            |0.5            |wasn't         |-7.953311499254219 
8592      |neg            |0.5            |duane          |-12.990264101667847 
8593      |neg            |0.5            |bates          |-10.793039524331629 
8594      |neg            |0.5            |hinted         |-11.891651812999738 
8595      |neg            |0.5            |botched        |-11.198504632439793 
8596      |neg            |0.5            |lee's          |-11.198504632439793 
8597      |neg            |0.5            |dustin         |-10.793039524331629 
8598      |neg            |0.5            |thinks         |-8.800609359641422 
8599      |neg            |0.5            |welcome        |-9.463903577051687 
8600      |neg            |0.5            |events         |-8.863129716622757 
8601      |neg            |0.5            |separately     |-12.297116921107902 
8602      |neg            |0.5            |chaos          |-10.505357451879847 
8603      |neg            |0.5            |hartnett       |-11.891651812999738 
8604      |neg            |0.5            |tyrell         |-11.380826189233748 
8605      |neg            |0.5            |unnecessarily  |-11.603969740547956 
8606      |neg            |0.5            |mute           |-11.198504632439793 
8607      |neg            |0.5            |rifles         |-11.198504632439793 
8608      |neg            |0.5            |well-developed |-11.891651812999738 
8609      |neg            |0.5            |kong           |-9.183601611897528 
8610      |neg            |0.5            |critically     |-10.793039524331629 
8611      |neg            |0.5            |parents'       |-11.198504632439793 
8612      |neg            |0.5            |difference     |-9.524528198868122 
8613      |neg            |0.5            |backwoods      |-12.297116921107902 
8614      |neg            |0.5            |styles         |-11.380826189233748 
8615      |neg            |0.5            |must           |-7.476835355502866 
8616      |neg            |0.5            |thinly         |-11.891651812999738 
8617      |neg            |0.5            |butt           |-10.217675379428066 
8618      |neg            |0.5            |park's         |-12.990264101667847 
8619      |neg            |0.5            |powell         |-10.425314744206311 
8620      |neg            |0.5            |estranged      |-11.380826189233748 
8621      |neg            |0.5            |pinkett        |-11.044353952612534 
8622      |neg            |0.5            |hitting        |-10.592368828869477 
8623      |neg            |0.5            |raving         |-11.380826189233748 
8624      |neg            |0.5            |chase          |-8.741768859618489 
8625      |neg            |0.5            |marty          |-11.044353952612534 
8626      |neg            |0.5            |accident       |-9.463903577051687 
8627      |neg            |0.5            |anyway         |-8.365291288383577 
8628      |neg            |0.5            |defense        |-10.282213900565637 
8629      |neg            |0.5            |knight         |-10.687679008673802 
8630      |neg            |0.5            |canal          |-11.891651812999738 
8631      |neg            |0.5            |freeze's       |-11.198504632439793 
8632      |neg            |0.5            |arts           |-9.732167563646366 
8633      |neg            |0.5            |ideals         |-12.990264101667847 
8634      |neg            |0.5            |nearing        |-11.380826189233748 
8635      |neg            |0.5            |combining      |-11.380826189233748 
8636      |neg            |0.5            |entirely       |-8.847129375276316 
8637      |neg            |0.5            |gheorghe       |-11.044353952612534 
8638      |neg            |0.5            |ghosts         |-9.732167563646366 
8639      |neg            |0.5            |tragedy        |-10.351206772052588 
8640      |neg            |0.5            |charm          |-8.895919539445748 
8641      |neg            |0.5            |miniature      |-11.603969740547956 
8642      |neg            |0.5            |chart          |-11.603969740547956 
8643      |neg            |0.5            |kilmer's       |-11.891651812999738 
8644      |neg            |0.5            |buys           |-11.603969740547956 
8645      |neg            |0.5            |till           |-10.282213900565637 
8646      |neg            |0.5            |attend         |-10.910822559988011 
8647      |neg            |0.5            |williamson's   |-11.380826189233748 
8648      |neg            |0.5            |needing        |-11.603969740547956 
8649      |neg            |0.5            |nicer          |-11.380826189233748 
8650      |neg            |0.5            |screenplay     |-8.202772358885802 
8651      |neg            |0.5            |antagonist     |-11.380826189233748 
8652      |neg            |0.5            |jolts          |-12.297116921107902 
8653      |neg            |0.5            |preserved      |-11.603969740547956 
8654      |neg            |0.5            |brutally       |-10.910822559988011 
8655      |neg            |0.5            |proclaimed     |-11.380826189233748 
8656      |neg            |0.5            |basically      |-8.446969319397844 
8657      |neg            |0.5            |things         |-7.164263994287397 
8658      |neg            |0.5            |immense        |-11.380826189233748 
8659      |neg            |0.5            |paper-thin     |-11.198504632439793 
8660      |neg            |0.5            |champ          |-11.603969740547956 
8661      |neg            |0.5            |henslowe       |-11.603969740547956 
8662      |neg            |0.5            |definite       |-10.793039524331629 
8663      |neg            |0.5            |cheerful       |-11.891651812999738 
8664      |neg            |0.5            |allegedly      |-10.910822559988011 
8665      |neg            |0.5            |shoved         |-11.891651812999738 
8666      |neg            |0.5            |osment         |-12.990264101667847 
8667      |neg            |0.5            |basement       |-10.505357451879847 
8668      |neg            |0.5            |bullock        |-10.217675379428066 
8669      |neg            |0.5            |showdown       |-10.217675379428066 
8670      |neg            |0.5            |effort         |-8.741768859618489 
8671      |neg            |0.5            |bogged         |-11.198504632439793 
8672      |neg            |0.5            |hartley        |-12.990264101667847 
8673      |neg            |0.5            |stronger       |-10.099892343771684 
8674      |neg            |0.5            |wreaking       |-11.603969740547956 
8675      |neg            |0.5            |jacob          |-11.198504632439793 
8676      |neg            |0.5            |vote           |-10.910822559988011 
8677      |neg            |0.5            |tina           |-11.198504632439793 
8678      |neg            |0.5            |quieter        |-11.891651812999738 
8679      |neg            |0.5            |nihilistic     |-12.297116921107902 
8680      |neg            |0.5            |loathe         |-11.891651812999738 
8681      |neg            |0.5            |yes            |-8.245331973304598 
8682      |neg            |0.5            |yet            |-7.769908276589523 
8683      |neg            |0.5            |technician     |-11.198504632439793 
8684      |neg            |0.5            |reilly         |-11.198504632439793 
8685      |neg            |0.5            |cuddly         |-11.891651812999738 
8686      |neg            |0.5            |hilariously    |-10.910822559988011 
8687      |neg            |0.5            |chang          |-11.603969740547956 
8688      |neg            |0.5            |initially      |-10.425314744206311 
8689      |neg            |0.5            |highs          |-11.603969740547956 
8690      |neg            |0.5            |time           |-6.208072045661057 
